system_number,query_number,doc_number,rank_of_doc,score
3,5,7609,349,1.5168
3,5,7563,350,1.5168
3,5,7482,351,1.5168
3,5,6892,352,1.5168
3,5,6887,353,1.5168
3,5,6884,354,1.5168
3,5,6614,355,1.5168
3,5,6442,356,1.5168
3,5,6194,357,1.5168
3,5,5979,358,1.5168
3,5,5489,359,1.5168
3,5,5476,360,1.5168
3,5,5361,361,1.5168
3,5,10020,362,1.3942
3,5,9950,363,1.3942
3,5,9831,364,1.3942
3,5,9758,365,1.3942
3,5,9757,366,1.3942
3,5,9710,367,1.3942
3,5,9563,368,1.3942
3,5,9533,369,1.3942
3,5,9348,370,1.3942
3,5,9346,371,1.3942
3,5,9283,372,1.3942
3,5,9248,373,1.3942
3,5,9035,374,1.3942
3,5,8910,375,1.3942
3,5,8893,376,1.3942
3,5,8804,377,1.3942
3,5,8606,378,1.3942
3,5,8595,379,1.3942
3,5,8558,380,1.3942
3,5,8522,381,1.3942
3,5,8519,382,1.3942
3,5,8440,383,1.3942
3,5,8325,384,1.3942
3,5,8291,385,1.3942
3,5,8156,386,1.3942
3,5,8114,387,1.3942
3,5,8088,388,1.3942
3,5,8024,389,1.3942
3,5,8023,390,1.3942
3,5,8018,391,1.3942
3,5,7957,392,1.3942
3,5,7956,393,1.3942
3,5,7872,394,1.3942
3,5,7816,395,1.3942
3,5,7602,396,1.3942
3,5,7468,397,1.3942
3,5,7427,398,1.3942
3,5,7166,399,1.3942
3,5,6866,400,1.3942
3,5,6757,401,1.3942
3,5,6602,402,1.3942
3,5,6456,403,1.3942
3,5,6291,404,1.3942
3,5,6261,405,1.3942
3,5,6213,406,1.3942
3,5,6189,407,1.3942
3,5,5950,408,1.3942
3,5,5940,409,1.3942
3,5,5913,410,1.3942
3,5,5883,411,1.3942
3,5,5858,412,1.3942
3,5,5726,413,1.3942
3,5,5568,414,1.3942
3,5,5558,415,1.3942
3,5,5530,416,1.3942
3,5,5495,417,1.3942
3,5,5364,418,1.3942
3,5,5110,419,1.3942
3,5,5098,420,1.3942
3,5,5097,421,1.3942
3,5,5094,422,1.3942
3,5,5084,423,1.3942
3,5,5051,424,1.3942
3,5,5008,425,1.3942
3,5,10012,426,1.3546
3,5,9919,427,1.3546
3,5,9881,428,1.3546
3,5,9878,429,1.3546
3,5,9832,430,1.3546
3,5,9772,431,1.3546
3,5,9685,432,1.3546
3,5,9641,433,1.3546
3,5,9570,434,1.3546
3,5,9446,435,1.3546
3,5,9308,436,1.3546
3,5,9297,437,1.3546
3,5,9252,438,1.3546
3,5,9232,439,1.3546
3,5,9114,440,1.3546
3,5,9076,441,1.3546
3,5,9062,442,1.3546
3,5,9039,443,1.3546
3,5,9003,444,1.3546
3,5,8988,445,1.3546
3,5,8889,446,1.3546
3,5,8878,447,1.3546
3,5,8871,448,1.3546
3,5,8845,449,1.3546
3,5,8598,450,1.3546
3,5,8559,451,1.3546
3,5,8545,452,1.3546
3,5,8317,453,1.3546
3,5,8249,454,1.3546
3,5,8089,455,1.3546
3,5,8073,456,1.3546
3,5,8072,457,1.3546
3,5,8060,458,1.3546
3,5,8047,459,1.3546
3,5,7959,460,1.3546
3,5,7943,461,1.3546
3,5,7887,462,1.3546
3,5,7849,463,1.3546
3,5,7832,464,1.3546
3,5,7787,465,1.3546
3,5,7779,466,1.3546
3,5,7769,467,1.3546
3,5,7738,468,1.3546
3,5,7726,469,1.3546
3,5,7720,470,1.3546
3,5,7681,471,1.3546
3,5,7665,472,1.3546
3,5,7664,473,1.3546
3,5,7663,474,1.3546
3,5,7599,475,1.3546
3,5,7597,476,1.3546
3,5,7584,477,1.3546
3,5,7512,478,1.3546
3,5,7497,479,1.3546
3,5,7496,480,1.3546
3,5,7491,481,1.3546
3,5,7418,482,1.3546
3,5,7181,483,1.3546
3,5,7154,484,1.3546
3,5,7137,485,1.3546
3,5,7083,486,1.3546
3,5,7066,487,1.3546
3,5,7055,488,1.3546
3,5,7051,489,1.3546
3,5,6972,490,1.3546
3,5,6915,491,1.3546
3,5,6909,492,1.3546
3,5,6907,493,1.3546
3,5,6863,494,1.3546
3,5,6849,495,1.3546
3,5,6848,496,1.3546
3,5,6749,497,1.3546
3,5,6728,498,1.3546
3,5,6668,499,1.3546
3,5,6660,500,1.3546
3,6,6382,1,5.3063
3,6,5727,2,4.6024
3,6,7223,3,4.1566
3,6,5726,4,3.8193
3,6,5477,5,3.8193
3,6,9736,6,2.6990
3,6,9541,7,2.6990
3,6,8261,8,2.6990
3,6,8120,9,2.6990
3,6,7503,10,2.6990
3,6,7047,11,2.2407
3,6,7424,12,2.1894
3,6,6736,13,2.1894
3,6,5305,14,2.1894
3,6,8433,15,2.0671
3,6,7487,16,2.0671
3,6,8844,17,1.9921
3,6,8593,18,1.9921
3,6,7737,19,1.9921
3,6,7224,20,1.9921
3,6,6866,21,1.9921
3,6,5950,22,1.9921
3,6,9339,23,1.9034
3,6,8956,24,1.9034
3,6,8470,25,1.9034
3,6,8241,26,1.9034
3,6,5606,27,1.9034
3,6,9870,28,1.7948
3,6,9537,29,1.7948
3,6,9260,30,1.7948
3,6,7229,31,1.7948
3,6,6761,32,1.7948
3,6,6689,33,1.7948
3,6,6605,34,1.7948
3,6,6353,35,1.7948
3,6,9634,36,1.6549
3,6,9111,37,1.6549
3,6,8211,38,1.6549
3,6,8116,39,1.6549
3,6,8057,40,1.6549
3,6,7592,41,1.6549
3,6,7527,42,1.6549
3,6,7425,43,1.6549
3,6,7108,44,1.6549
3,6,7063,45,1.6549
3,6,7055,46,1.6549
3,6,6839,47,1.6549
3,6,6181,48,1.6549
3,6,5829,49,1.6549
3,6,5712,50,1.6549
3,6,5620,51,1.6549
3,6,5326,52,1.6549
3,6,5094,53,1.6549
3,6,5036,54,1.6549
3,6,9989,55,1.4576
3,6,9526,56,1.4576
3,6,9143,57,1.4576
3,6,9113,58,1.4576
3,6,9077,59,1.4576
3,6,9058,60,1.4576
3,6,9057,61,1.4576
3,6,9042,62,1.4576
3,6,8955,63,1.4576
3,6,8889,64,1.4576
3,6,8789,65,1.4576
3,6,8317,66,1.4576
3,6,8260,67,1.4576
3,6,8258,68,1.4576
3,6,8117,69,1.4576
3,6,8072,70,1.4576
3,6,8024,71,1.4576
3,6,8018,72,1.4576
3,6,7877,73,1.4576
3,6,7872,74,1.4576
3,6,7784,75,1.4576
3,6,7670,76,1.4576
3,6,7605,77,1.4576
3,6,7061,78,1.4576
3,6,6910,79,1.4576
3,6,6907,80,1.4576
3,6,6837,81,1.4576
3,6,6774,82,1.4576
3,6,6688,83,1.4576
3,6,6634,84,1.4576
3,6,6459,85,1.4576
3,6,6435,86,1.4576
3,6,6387,87,1.4576
3,6,6285,88,1.4576
3,6,5989,89,1.4576
3,6,5954,90,1.4576
3,6,5928,91,1.4576
3,6,5877,92,1.4576
3,6,5874,93,1.4576
3,6,5865,94,1.4576
3,6,5766,95,1.4576
3,6,5716,96,1.4576
3,6,5609,97,1.4576
3,6,5490,98,1.4576
3,6,5219,99,1.4576
3,6,5185,100,1.4576
3,6,10030,101,1.1203
3,6,10028,102,1.1203
3,6,10023,103,1.1203
3,6,10011,104,1.1203
3,6,10005,105,1.1203
3,6,9973,106,1.1203
3,6,9944,107,1.1203
3,6,9920,108,1.1203
3,6,9905,109,1.1203
3,6,9904,110,1.1203
3,6,9897,111,1.1203
3,6,9894,112,1.1203
3,6,9893,113,1.1203
3,6,9880,114,1.1203
3,6,9849,115,1.1203
3,6,9828,116,1.1203
3,6,9815,117,1.1203
3,6,9806,118,1.1203
3,6,9769,119,1.1203
3,6,9729,120,1.1203
3,6,9722,121,1.1203
3,6,9715,122,1.1203
3,6,9688,123,1.1203
3,6,9681,124,1.1203
3,6,9639,125,1.1203
3,6,9616,126,1.1203
3,6,9607,127,1.1203
3,6,9569,128,1.1203
3,6,9563,129,1.1203
3,6,9548,130,1.1203
3,6,9546,131,1.1203
3,6,9538,132,1.1203
3,6,9532,133,1.1203
3,6,9477,134,1.1203
3,6,9460,135,1.1203
3,6,9437,136,1.1203
3,6,9420,137,1.1203
3,6,9413,138,1.1203
3,6,9405,139,1.1203
3,6,9389,140,1.1203
3,6,9385,141,1.1203
3,6,9361,142,1.1203
3,6,9345,143,1.1203
3,6,9311,144,1.1203
3,6,9241,145,1.1203
3,6,9227,146,1.1203
3,6,9222,147,1.1203
3,6,9214,148,1.1203
3,6,9205,149,1.1203
3,6,9202,150,1.1203
3,6,9187,151,1.1203
3,6,9178,152,1.1203
3,6,9115,153,1.1203
3,6,9094,154,1.1203
3,6,9090,155,1.1203
3,6,9073,156,1.1203
3,6,9067,157,1.1203
3,6,9060,158,1.1203
3,6,9059,159,1.1203
3,6,9055,160,1.1203
3,6,9049,161,1.1203
3,6,8976,162,1.1203
3,6,8966,163,1.1203
3,6,8964,164,1.1203
3,6,8954,165,1.1203
3,6,8925,166,1.1203
3,6,8912,167,1.1203
3,6,8869,168,1.1203
3,6,8854,169,1.1203
3,6,8788,170,1.1203
3,6,8785,171,1.1203
3,6,8784,172,1.1203
3,6,8773,173,1.1203
3,6,8765,174,1.1203
3,6,8764,175,1.1203
3,6,8752,176,1.1203
3,6,8741,177,1.1203
3,6,8731,178,1.1203
3,6,8696,179,1.1203
3,6,8691,180,1.1203
3,6,8641,181,1.1203
3,6,8638,182,1.1203
3,6,8617,183,1.1203
3,6,8615,184,1.1203
3,6,8613,185,1.1203
3,6,8611,186,1.1203
3,6,8583,187,1.1203
3,6,8566,188,1.1203
3,6,8540,189,1.1203
3,6,8533,190,1.1203
3,6,8532,191,1.1203
3,6,8524,192,1.1203
3,6,8520,193,1.1203
3,6,8486,194,1.1203
3,6,8481,195,1.1203
3,6,8474,196,1.1203
3,6,8451,197,1.1203
3,6,8380,198,1.1203
3,6,8377,199,1.1203
3,6,8371,200,1.1203
3,6,8358,201,1.1203
3,6,8309,202,1.1203
3,6,8307,203,1.1203
3,6,8298,204,1.1203
3,6,8291,205,1.1203
3,6,8265,206,1.1203
3,6,8234,207,1.1203
3,6,8231,208,1.1203
3,6,8230,209,1.1203
3,6,8184,210,1.1203
3,6,8158,211,1.1203
3,6,8126,212,1.1203
3,6,8114,213,1.1203
3,6,8101,214,1.1203
3,6,8074,215,1.1203
3,6,8070,216,1.1203
3,6,8050,217,1.1203
3,6,8040,218,1.1203
3,6,8034,219,1.1203
3,6,8028,220,1.1203
3,6,8025,221,1.1203
3,6,8013,222,1.1203
3,6,7928,223,1.1203
3,6,7925,224,1.1203
3,6,7885,225,1.1203
3,6,7879,226,1.1203
3,6,7875,227,1.1203
3,6,7845,228,1.1203
3,6,7822,229,1.1203
3,6,7791,230,1.1203
3,6,7728,231,1.1203
3,6,7725,232,1.1203
3,6,7724,233,1.1203
3,6,7722,234,1.1203
3,6,7709,235,1.1203
3,6,7708,236,1.1203
3,6,7704,237,1.1203
3,6,7697,238,1.1203
3,6,7688,239,1.1203
3,6,7678,240,1.1203
3,6,7664,241,1.1203
3,6,7656,242,1.1203
3,6,7622,243,1.1203
3,6,7579,244,1.1203
3,6,7562,245,1.1203
3,6,7557,246,1.1203
3,6,7530,247,1.1203
3,6,7514,248,1.1203
3,6,7426,249,1.1203
3,6,7410,250,1.1203
3,6,7375,251,1.1203
3,6,7328,252,1.1203
3,6,7327,253,1.1203
3,6,7323,254,1.1203
3,6,7296,255,1.1203
3,6,7289,256,1.1203
3,6,7282,257,1.1203
3,6,7230,258,1.1203
3,6,7228,259,1.1203
3,6,7216,260,1.1203
3,6,7194,261,1.1203
3,6,7187,262,1.1203
3,6,7178,263,1.1203
3,6,7172,264,1.1203
3,6,7168,265,1.1203
3,6,7118,266,1.1203
3,6,7109,267,1.1203
3,6,7106,268,1.1203
3,6,7075,269,1.1203
3,6,7058,270,1.1203
3,6,7051,271,1.1203
3,6,7031,272,1.1203
3,6,6993,273,1.1203
3,6,6980,274,1.1203
3,6,6979,275,1.1203
3,6,6932,276,1.1203
3,6,6920,277,1.1203
3,6,6905,278,1.1203
3,6,6856,279,1.1203
3,6,6804,280,1.1203
3,6,6799,281,1.1203
3,6,6796,282,1.1203
3,6,6791,283,1.1203
3,6,6786,284,1.1203
3,6,6773,285,1.1203
3,6,6757,286,1.1203
3,6,6710,287,1.1203
3,6,6694,288,1.1203
3,6,6638,289,1.1203
3,6,6632,290,1.1203
3,6,6630,291,1.1203
3,6,6611,292,1.1203
3,6,6607,293,1.1203
3,6,6586,294,1.1203
3,6,6559,295,1.1203
3,6,6506,296,1.1203
3,6,6496,297,1.1203
3,6,6491,298,1.1203
3,6,6473,299,1.1203
3,6,6472,300,1.1203
3,6,6466,301,1.1203
3,6,6433,302,1.1203
3,6,6424,303,1.1203
3,6,6359,304,1.1203
3,6,6345,305,1.1203
3,6,6325,306,1.1203
3,6,6320,307,1.1203
3,6,6313,308,1.1203
3,6,6311,309,1.1203
3,6,6299,310,1.1203
3,6,6287,311,1.1203
3,6,6259,312,1.1203
3,6,6216,313,1.1203
3,6,6213,314,1.1203
3,6,6203,315,1.1203
3,6,6189,316,1.1203
3,6,6183,317,1.1203
3,6,6182,318,1.1203
3,6,6110,319,1.1203
3,6,6081,320,1.1203
3,6,6071,321,1.1203
3,6,6062,322,1.1203
3,6,6011,323,1.1203
3,6,6010,324,1.1203
3,6,5974,325,1.1203
3,6,5973,326,1.1203
3,6,5965,327,1.1203
3,6,5949,328,1.1203
3,6,5940,329,1.1203
3,6,5937,330,1.1203
3,6,5917,331,1.1203
3,6,5870,332,1.1203
3,6,5850,333,1.1203
3,6,5831,334,1.1203
3,6,5830,335,1.1203
3,6,5811,336,1.1203
3,6,5781,337,1.1203
3,6,5777,338,1.1203
3,6,5769,339,1.1203
3,6,5754,340,1.1203
3,6,5742,341,1.1203
3,6,5729,342,1.1203
3,6,5724,343,1.1203
3,6,5669,344,1.1203
3,6,5652,345,1.1203
3,6,5613,346,1.1203
3,6,5600,347,1.1203
3,6,5597,348,1.1203
3,6,5593,349,1.1203
3,6,5558,350,1.1203
3,6,5554,351,1.1203
3,6,5496,352,1.1203
3,6,5495,353,1.1203
3,6,5494,354,1.1203
3,6,5474,355,1.1203
3,6,5472,356,1.1203
3,6,5471,357,1.1203
3,6,5470,358,1.1203
3,6,5468,359,1.1203
3,6,5459,360,1.1203
3,6,5445,361,1.1203
3,6,5351,362,1.1203
3,6,5350,363,1.1203
3,6,5339,364,1.1203
3,6,5337,365,1.1203
3,6,5332,366,1.1203
3,6,5330,367,1.1203
3,6,5324,368,1.1203
3,6,5308,369,1.1203
3,6,5301,370,1.1203
3,6,5294,371,1.1203
3,6,5255,372,1.1203
3,6,5254,373,1.1203
3,6,5242,374,1.1203
3,6,5204,375,1.1203
3,6,5189,376,1.1203
3,6,5188,377,1.1203
3,6,5175,378,1.1203
3,6,5167,379,1.1203
3,6,5153,380,1.1203
3,6,5118,381,1.1203
3,6,5106,382,1.1203
3,6,5023,383,1.1203
3,6,5017,384,1.1203
3,7,5378,1,8.9970
3,7,8971,2,8.9381
3,7,8573,3,8.8910
3,7,9391,4,8.7008
3,7,9662,5,8.4012
3,7,7746,6,8.3427
3,7,5000,7,8.3111
3,7,9150,8,8.0222
3,7,5995,9,8.0222
3,7,8340,10,7.7444
3,7,7603,11,7.6767
3,7,5562,12,7.5631
3,7,6780,13,7.5088
3,7,6378,14,7.4091
3,7,9871,15,7.3845
3,7,7011,16,7.2657
3,7,7748,17,7.1936
3,7,7825,18,7.1848
3,7,5793,19,7.0978
3,7,8082,20,6.9397
3,7,5505,21,6.7962
3,7,8091,22,6.6391
3,7,6557,23,6.6076
3,7,7610,24,6.4283
3,7,9099,25,6.0468
3,7,7033,26,6.0398
3,7,9082,27,5.9265
3,7,6474,28,5.5934
3,7,7113,29,5.2256
3,7,5489,30,4.7175
3,7,9250,31,4.6575
3,7,9024,32,4.6575
3,7,8659,33,4.6575
3,7,8426,34,4.6575
3,7,8164,35,4.6575
3,7,7930,36,4.6575
3,7,7661,37,4.6575
3,7,7342,38,4.6575
3,7,7111,39,4.6575
3,7,6895,40,4.6575
3,7,6648,41,4.6575
3,7,6417,42,4.6575
3,7,6097,43,4.6575
3,7,5871,44,4.6575
3,7,5630,45,4.6575
3,7,5439,46,4.6575
3,7,5092,47,4.6575
3,7,7726,48,4.6331
3,7,9937,49,4.4124
3,7,9864,50,4.4124
3,7,9516,51,4.4124
3,7,8972,52,4.3765
3,7,8452,53,4.2491
3,7,5101,54,4.1963
3,7,9677,55,4.1531
3,7,9661,56,4.0898
3,7,7669,57,3.9785
3,7,5515,58,3.9461
3,7,7939,59,3.8761
3,7,8177,60,3.8568
3,7,6778,61,3.8371
3,7,9049,62,3.8295
3,7,5123,63,3.8225
3,7,8572,64,3.7723
3,7,9741,65,3.7703
3,7,5889,66,3.7534
3,7,7349,67,3.7225
3,7,6556,68,3.7178
3,7,6919,69,3.7178
3,7,5157,70,3.7170
3,7,6668,71,3.7101
3,7,7599,72,3.7020
3,7,7553,73,3.6889
3,7,5299,74,3.6889
3,7,9543,75,3.6232
3,7,9540,76,3.6192
3,7,6148,77,3.5996
3,7,6491,78,3.5988
3,7,9817,79,3.5983
3,7,7580,80,3.5983
3,7,5269,81,3.5440
3,7,9263,82,3.5210
3,7,6104,83,3.5199
3,7,5715,84,3.5127
3,7,5638,85,3.5005
3,7,8662,86,3.4516
3,7,7117,87,3.4516
3,7,6297,88,3.4216
3,7,6672,89,3.4182
3,7,8308,90,3.3860
3,7,6385,91,3.3658
3,7,6443,92,3.3433
3,7,5766,93,3.3403
3,7,5375,94,3.3326
3,7,9261,95,3.2616
3,7,5639,96,3.2557
3,7,9688,97,3.2534
3,7,5074,98,3.2521
3,7,9081,99,3.2185
3,7,6917,100,3.2144
3,7,8346,101,3.1979
3,7,8847,102,3.1976
3,7,7756,103,3.1970
3,7,5993,104,3.0955
3,7,9092,105,3.0751
3,7,5583,106,3.0418
3,7,5564,107,3.0225
3,7,9438,108,3.0117
3,7,9943,109,3.0107
3,7,8554,110,3.0107
3,7,6906,111,3.0107
3,7,6382,112,2.9739
3,7,6836,113,2.9703
3,7,7350,114,2.9318
3,7,9100,115,2.8842
3,7,8454,116,2.8842
3,7,9551,117,2.8756
3,7,7497,118,2.8546
3,7,5884,119,2.8393
3,7,7289,120,2.8315
3,7,9311,121,2.7855
3,7,7873,122,2.7855
3,7,5245,123,2.7855
3,7,9555,124,2.7825
3,7,9553,125,2.7825
3,7,5476,126,2.7818
3,7,9124,127,2.7774
3,7,7592,128,2.7774
3,7,6468,129,2.7748
3,7,6300,130,2.7715
3,7,8299,131,2.7635
3,7,7943,132,2.7635
3,7,6381,133,2.7635
3,7,7777,134,2.7430
3,7,8824,135,2.7428
3,7,9749,136,2.7077
3,7,6106,137,2.7002
3,7,6296,138,2.6959
3,7,6289,139,2.6869
3,7,7495,140,2.6599
3,7,5393,141,2.6415
3,7,9896,142,2.6391
3,7,6886,143,2.6391
3,7,5913,144,2.6118
3,7,9539,145,2.6095
3,7,9154,146,2.6095
3,7,8604,147,2.6095
3,7,6197,148,2.6095
3,7,5506,149,2.6095
3,7,9276,150,2.5942
3,7,8876,151,2.5942
3,7,5797,152,2.5942
3,7,5796,153,2.5942
3,7,9549,154,2.5933
3,7,6536,155,2.5718
3,7,7887,156,2.5313
3,7,6421,157,2.5291
3,7,7583,158,2.5276
3,7,8236,159,2.5264
3,7,7426,160,2.5264
3,7,5350,161,2.5264
3,7,5653,162,2.5220
3,7,7824,163,2.5173
3,7,9743,164,2.4817
3,7,8300,165,2.4817
3,7,6911,166,2.4736
3,7,6182,167,2.4736
3,7,9550,168,2.4597
3,7,8707,169,2.4538
3,7,5890,170,2.4538
3,7,8820,171,2.4531
3,7,9558,172,2.4528
3,7,7732,173,2.4528
3,7,8175,174,2.4508
3,7,7738,175,2.4508
3,7,9599,176,2.4416
3,7,9591,177,2.4416
3,7,8512,178,2.4416
3,7,7954,179,2.4416
3,7,7709,180,2.4416
3,7,7500,181,2.4416
3,7,7123,182,2.4416
3,7,7069,183,2.4416
3,7,6863,184,2.4416
3,7,7225,185,2.4208
3,7,8893,186,2.4039
3,7,9125,187,2.3940
3,7,6291,188,2.3750
3,7,9547,189,2.3734
3,7,5883,190,2.3407
3,7,8817,191,2.3393
3,7,8925,192,2.3056
3,7,5783,193,2.2991
3,7,5495,194,2.2852
3,7,9546,195,2.2722
3,7,7995,196,2.2722
3,7,7745,197,2.2722
3,7,5492,198,2.2722
3,7,9262,199,2.2717
3,7,8141,200,2.2700
3,7,8027,201,2.2700
3,7,7164,202,2.2700
3,7,5953,203,2.2700
3,7,5009,204,2.2280
3,7,9569,205,2.2276
3,7,8053,206,2.2276
3,7,8020,207,2.2276
3,7,7692,208,2.2276
3,7,5728,209,2.2276
3,7,5780,210,2.2155
3,7,5300,211,2.2155
3,7,5297,212,2.2155
3,7,5289,213,2.2155
3,7,5044,214,2.2155
3,7,9563,215,2.2083
3,7,8318,216,2.2083
3,7,8319,217,2.2057
3,7,7704,218,2.2057
3,7,7396,219,2.2057
3,7,6757,220,2.2057
3,7,6707,221,2.2057
3,7,6677,222,2.2057
3,7,5740,223,2.2057
3,7,7827,224,2.1793
3,7,7009,225,2.1735
3,7,6327,226,2.1735
3,7,9278,227,2.1597
3,7,8298,228,2.1597
3,7,7179,229,2.1504
3,7,7758,230,2.1489
3,7,5107,231,2.1377
3,7,5061,232,2.1377
3,7,7222,233,2.1312
3,7,9665,234,2.1288
3,7,8663,235,2.1288
3,7,7351,236,2.1288
3,7,6430,237,2.1288
3,7,5886,238,2.1288
3,7,5311,239,2.1288
3,7,5561,240,2.1283
3,7,8065,241,2.1209
3,7,6484,242,2.1173
3,7,9969,243,2.1090
3,7,8416,244,2.0988
3,7,7453,245,2.0988
3,7,5571,246,2.0963
3,7,7538,247,2.0615
3,7,7335,248,2.0615
3,7,6915,249,2.0615
3,7,5805,250,2.0615
3,7,5781,251,2.0615
3,7,5102,252,2.0615
3,7,9091,253,2.0601
3,7,7347,254,2.0512
3,7,9533,255,2.0301
3,7,9389,256,2.0301
3,7,8173,257,2.0301
3,7,7757,258,2.0301
3,7,8859,259,2.0173
3,7,8453,260,2.0173
3,7,5777,261,2.0173
3,7,5111,262,2.0173
3,7,8446,263,2.0070
3,7,6913,264,2.0070
3,7,6838,265,2.0070
3,7,9542,266,2.0056
3,7,8455,267,2.0056
3,7,6212,268,2.0056
3,7,5377,269,2.0056
3,7,6209,270,1.9934
3,7,9944,271,1.9632
3,7,9680,272,1.9632
3,7,8819,273,1.9632
3,7,8800,274,1.9632
3,7,8302,275,1.9632
3,7,7231,276,1.9632
3,7,7154,277,1.9632
3,7,6405,278,1.9632
3,7,5308,279,1.9529
3,7,9523,280,1.9529
3,7,9266,281,1.9494
3,7,8918,282,1.9494
3,7,8654,283,1.9494
3,7,8326,284,1.9494
3,7,7780,285,1.9494
3,7,7050,286,1.9494
3,7,6602,287,1.9494
3,7,6473,288,1.9494
3,7,5690,289,1.9494
3,7,5620,290,1.9494
3,7,5538,291,1.9494
3,7,5291,292,1.9494
3,7,8338,293,1.9411
3,7,7759,294,1.9411
3,7,6918,295,1.9411
3,7,6469,296,1.9411
3,7,5497,297,1.9411
3,7,5376,298,1.9411
3,7,6237,299,1.9284
3,7,5887,300,1.9284
3,7,7931,301,1.9018
3,7,7598,302,1.9018
3,7,6364,303,1.9018
3,7,10025,304,1.8935
3,7,9891,305,1.8935
3,7,9616,306,1.8935
3,7,9535,307,1.8935
3,7,8965,308,1.8935
3,7,8436,309,1.8935
3,7,8343,310,1.8935
3,7,7852,311,1.8935
3,7,7511,312,1.8935
3,7,7459,313,1.8935
3,7,6665,314,1.8935
3,7,6299,315,1.8935
3,7,6215,316,1.8935
3,7,6036,317,1.8935
3,7,5825,318,1.8935
3,7,5782,319,1.8935
3,7,5351,320,1.8935
3,7,9604,321,1.8861
3,7,7712,322,1.8861
3,7,9925,323,1.8837
3,7,9860,324,1.8837
3,7,9769,325,1.8837
3,7,9397,326,1.8837
3,7,8986,327,1.8837
3,7,8010,328,1.8837
3,7,7751,329,1.8837
3,7,7743,330,1.8837
3,7,7687,331,1.8837
3,7,6875,332,1.8837
3,7,6661,333,1.8837
3,7,6649,334,1.8837
3,7,6563,335,1.8837
3,7,6258,336,1.8837
3,7,6154,337,1.8837
3,7,5701,338,1.8837
3,7,5651,339,1.8837
3,7,5328,340,1.8837
3,7,5106,341,1.8837
3,7,8344,342,1.8833
3,7,7965,343,1.8833
3,7,7228,344,1.8833
3,7,7131,345,1.8833
3,7,8438,346,1.8758
3,7,7532,347,1.8622
3,7,7114,348,1.8622
3,7,6496,349,1.8622
3,7,9435,350,1.8434
3,7,6440,351,1.8172
3,7,9214,352,1.7953
3,7,9205,353,1.7953
3,7,9089,354,1.7953
3,7,8806,355,1.7953
3,7,8449,356,1.7953
3,7,7920,357,1.7953
3,7,7886,358,1.7953
3,7,7488,359,1.7953
3,7,7214,360,1.7953
3,7,7198,361,1.7953
3,7,6907,362,1.7953
3,7,6664,363,1.7953
3,7,6562,364,1.7953
3,7,5858,365,1.7953
3,7,5713,366,1.7953
3,7,5205,367,1.7953
3,7,5064,368,1.7953
3,7,6796,369,1.7850
3,7,6671,370,1.7850
3,7,6495,371,1.7850
3,7,6483,372,1.7850
3,7,6384,373,1.7850
3,7,6193,374,1.7850
3,7,6050,375,1.7850
3,7,5810,376,1.7850
3,7,5637,377,1.7850
3,7,6714,378,1.7619
3,7,5211,379,1.7619
3,7,5112,380,1.7619
3,7,9390,381,1.7605
3,7,9324,382,1.7605
3,7,9264,383,1.7605
3,7,8475,384,1.7605
3,7,7728,385,1.7605
3,7,6738,386,1.7605
3,7,6325,387,1.7605
3,7,5832,388,1.7605
3,7,5809,389,1.7605
3,7,5756,390,1.7605
3,7,5559,391,1.7605
3,7,8665,392,1.7135
3,7,5837,393,1.7135
3,7,5296,394,1.7135
3,7,9440,395,1.7122
3,7,8382,396,1.7122
3,7,8253,397,1.7122
3,7,7865,398,1.7122
3,7,7706,399,1.7122
3,7,7694,400,1.7122
3,7,7693,401,1.7122
3,7,6455,402,1.7122
3,7,6231,403,1.7122
3,7,10030,404,1.7079
3,7,9188,405,1.7079
3,7,7220,406,1.7079
3,7,5947,407,1.7079
3,7,7854,408,1.6928
3,7,9787,409,1.6382
3,7,9544,410,1.6382
3,7,9525,411,1.6382
3,7,9284,412,1.6382
3,7,9110,413,1.6382
3,7,8591,414,1.6382
3,7,8222,415,1.6382
3,7,8062,416,1.6382
3,7,6936,417,1.6382
3,7,6881,418,1.6382
3,7,6731,419,1.6382
3,7,5662,420,1.6382
3,7,5319,421,1.6382
3,7,8480,422,1.6283
3,7,9853,423,1.6274
3,7,9541,424,1.6274
3,7,9529,425,1.6274
3,7,9454,426,1.6274
3,7,9424,427,1.6274
3,7,9156,428,1.6274
3,7,9144,429,1.6274
3,7,9116,430,1.6274
3,7,8976,431,1.6274
3,7,8869,432,1.6274
3,7,8510,433,1.6274
3,7,8378,434,1.6274
3,7,8336,435,1.6274
3,7,8310,436,1.6274
3,7,8259,437,1.6274
3,7,8179,438,1.6274
3,7,8098,439,1.6274
3,7,8058,440,1.6274
3,7,7975,441,1.6274
3,7,7857,442,1.6274
3,7,7788,443,1.6274
3,7,7787,444,1.6274
3,7,7747,445,1.6274
3,7,7719,446,1.6274
3,7,7297,447,1.6274
3,7,6927,448,1.6274
3,7,6910,449,1.6274
3,7,6902,450,1.6274
3,7,6829,451,1.6274
3,7,6823,452,1.6274
3,7,6776,453,1.6274
3,7,6775,454,1.6274
3,7,6505,455,1.6274
3,7,6244,456,1.6274
3,7,5957,457,1.6274
3,7,5921,458,1.6274
3,7,5812,459,1.6274
3,7,5704,460,1.6274
3,7,5403,461,1.6274
3,7,5315,462,1.6274
